node,deg,deg_norm,betweenness,eigenvector,pagerank,community
comment,81,0.011706894059835236,0.00011380497843852574,0.011737777856107263,0.0002229528778433511,2
commercial,159,0.022980199450787685,0.00027249145657982275,0.02050176561980623,0.0003385909358138113,1
commercially,36,0.005203064026593439,1.1252601174114408e-05,0.00722451708814143,0.00012157241253116718,1
commission,17,0.002457002457002457,3.59475954634434e-07,0.00472880072307348,7.347156384711764e-05,3
commit,109,0.015753721636074577,7.212888889194257e-05,0.017938550009951922,0.00021184695407357716,3
commitment,92,0.01329671917907212,4.775302676257214e-05,0.015545452614500537,0.0002178470010952297,3
committed,26,0.0037577684636508164,1.0337553915748315e-06,0.006251641876899543,7.913846477767575e-05,3
committee,32,0.00462494580141639,8.527777659478335e-06,0.00692501157906945,0.00011184482117812838,2
common,606,0.08758491111432289,0.0025534683398074063,0.03989572808003606,0.0007129949154533649,1
commonly,250,0.03613238907356554,0.0004047172093061746,0.026829262565680887,0.0004165235088124074,6
communicate,29,0.004191357132533603,1.757205500232794e-05,0.0064982810670093,9.886357242364507e-05,0
communication,72,0.010406128053186877,6.166393557084876e-05,0.012256228568334694,0.00017988658246370978,3
community,88,0.012718600953895072,0.00016767939002657612,0.013990453264356816,0.0002505688978512984,3
comorbid,15,0.0021679433444139326,3.559204571710603e-07,0.004341185350127144,5.653234852150817e-05,1
comorbiditie,26,0.0037577684636508164,3.845928846490439e-06,0.005887693354911705,9.01330453192226e-05,2
comorbidity,10,0.0014452955629426219,1.2512540800157297e-07,0.0030475752670003522,5.5134982594660725e-05,7
comp,9,0.0013007660066483597,0.0001672438580569969,0.0005344413814208728,0.00010908687106227563,8
companion,10,0.0014452955629426219,3.9159326480563274e-07,0.0025118271321999605,6.547284242105636e-05,3
company,130,0.018788842318254083,0.000339908886588955,0.018634541008068366,0.00033645850329680347,0
comparable,17,0.002457002457002457,4.885747455580372e-08,0.0047285776058006235,5.700210511984631e-05,5
comparative,18,0.0026015320132967193,4.134666093280091e-06,0.004158956763555247,7.968631324786559e-05,2
compare,317,0.04581586934528111,0.0008315034581896605,0.030479659598784157,0.0005372874642499429,1
comparison,60,0.00867177337765573,4.0366791851260655e-05,0.011705003979569546,0.00016634847864234733,1
compassionate,34,0.004914004914004914,9.914292592688344e-06,0.006853442795354782,0.00012601882822412322,3
compatible,10,0.0014452955629426219,5.7186531085707155e-08,0.002531139270056584,5.94676527607774e-05,9
compensate,19,0.0027460615695909813,3.819850345953722e-06,0.0036300277930359473,8.20122480981728e-05,1
compete,37,0.0053475935828877,4.278302452806188e-06,0.008393712296837958,0.00011232713258836873,3
competition,10,0.0014452955629426219,1.4850048741531059e-08,0.0030996873996841086,5.029372817570809e-05,6
complain,29,0.004191357132533603,2.1361800460013144e-05,0.005810224802416185,0.00010878982320608941,0
complaint,69,0.009972539384304091,1.3079893589958616e-05,0.013307819871189935,0.00015037421089236617,5
complementary,10,0.0014452955629426219,4.370691682595611e-08,0.0029112606323631117,5.207614376110325e-05,7
complete,194,0.028038733921086863,0.00018686561774100918,0.02292650178085068,0.0003290760278551544,3
completely,151,0.02182396300043359,0.00014719479540812125,0.021154723522015972,0.00028848462367363263,0
complex,163,0.023558317675964734,0.00026465225025684307,0.02189988548784324,0.00032011251402869255,10
complexity,16,0.002312472900708195,8.760197604064953e-07,0.004296329658326984,5.983954676794832e-05,3
compliance,47,0.0067928891458303225,8.471894824064146e-06,0.011419217722915868,0.00013451396942648899,3
complicate,32,0.00462494580141639,2.1001076119290975e-06,0.0070238023531608825,8.406056011883087e-05,2
complicated,87,0.012574071397600809,1.4140609278304856e-05,0.01493863084999696,0.00017161136195172676,0
complication,164,0.023702847232258996,7.86975068549694e-05,0.022544094478807234,0.00028443452988888133,7
compliment,10,0.0014452955629426219,1.5106394555045263e-06,0.0025850650027639,5.464617497629886e-05,7
complimentary,28,0.004046827576239341,8.592935805716953e-06,0.006263165505839986,0.00010087560152561488,3
comply,19,0.0027460615695909813,4.019450140448192e-06,0.005059703109033623,8.338248146573848e-05,1
component,51,0.007371007371007371,2.2163935300085415e-05,0.00946780853458559,0.0001701319094553552,1
component.438,10,0.0014452955629426219,1.0425229671937401e-06,0.0018214807880887196,7.631406378294544e-05,1
composition,171,0.024714554126318834,9.178614353943487e-05,0.022146208874211364,0.00026728428256078094,5
compound,161,0.02326925856337621,0.0003117260646418399,0.021032886826921754,0.00034835530808781216,1
compounded,9,0.0013007660066483597,2.6130771838123852e-08,0.0029381795811380513,4.7740267550991026e-05,1
compounding,59,0.008527243821361469,4.736450853875414e-05,0.010531368053510048,0.00018579505896830183,1
comprehensive,252,0.036421448186154066,0.00032725525370446204,0.028506338653748353,0.00038816200357065945,3
comprise,25,0.0036132389073565544,4.378176931360683e-06,0.005688546964196,8.141830936434835e-05,7
compromise,9,0.0013007660066483597,1.9196904460153463e-07,0.002401188583773566,5.6801919983367414e-05,7
con,136,0.019656019656019656,3.94672143413496e-05,0.02000684961150818,0.00023054703330499648,3
conaway,8,0.0011562364503540975,5.641995999624753e-07,0.0012341772165635307,6.516354590675293e-05,11
concede,10,0.0014452955629426219,7.563337200146922e-07,0.0027993102113181424,5.1755047019171544e-05,7
conceive,55,0.00794912559618442,1.310092503958126e-05,0.010181624074477,0.00013835710790777633,6
conceiving,10,0.0014452955629426219,3.3175381111181724e-07,0.0030695172105560326,5.028569358014909e-05,3
concentrate,164,0.023702847232258996,0.00016433750865695845,0.019833000040615095,0.00030763996684217274,5
concentrated,18,0.0026015320132967193,1.4640628360868345e-05,0.0036069200698408046,8.938891857823639e-05,12
concentrating,10,0.0014452955629426219,1.2137592217381423e-07,0.0027034489329937714,4.736542287431475e-05,5
concentration,351,0.050729874259286024,0.000725287100014079,0.030299605007209556,0.0005148800388240556,5
concept,88,0.012718600953895072,0.00014738452245884002,0.013166837201771822,0.00024111510038858866,11
conception,10,0.0014452955629426219,6.351794879989242e-07,0.002875245208065414,5.149316264145811e-05,11
conceptually,7,0.0010117068940598353,5.830879675396858e-07,0.0022461057635563744,4.936940896722841e-05,5
concern,524,0.07573348749819338,0.0016217734183165944,0.039334612586659684,0.0006801661504138093,0
concerned,86,0.012429541841306548,1.6104974128088534e-05,0.014723368329363563,0.0001686044415051409,0
concerningly,9,0.0013007660066483597,2.6643529901588673e-07,0.0026052852773008513,6.18589729554806e-05,1
concert,8,0.0011562364503540975,3.736504050914653e-09,0.0025155097614329453,3.864680498991737e-05,6
concertation,9,0.0013007660066483597,5.5656477010353716e-08,0.002810726798390787,5.1704443798515805e-05,6
concierge,20,0.0028905911258852437,4.772638804088654e-06,0.0058406062630565235,7.867418107979775e-05,3
conclude,87,0.012574071397600809,3.233426165214014e-05,0.01407702954715162,0.00018820359834604452,11
concluding,9,0.0013007660066483597,2.6569058998315645e-09,0.002887574637602552,4.452541161389408e-05,6
conclusion,76,0.010984246278363925,1.4435751733050191e-05,0.013950429284044696,0.00016196122581905352,7
concomitant,10,0.0014452955629426219,2.2420684453150697e-08,0.002882847052177658,4.71207016755509e-05,7
concurrent,10,0.0014452955629426219,2.956439579214784e-07,0.0026591460997234056,6.185357184577568e-05,2
concurrently,9,0.0013007660066483597,6.053968473475971e-08,0.002989998296795686,5.394568312302886e-05,3
condition,842,0.12169388639976875,0.00440508673794182,0.04207538221728456,0.0008769243252041124,7
condition.3,10,0.0014452955629426219,2.635672149009374e-07,0.0030110474070912936,5.652218974222582e-05,3
conditional,56,0.008093655152478682,1.2246622695856147e-05,0.009749911046317295,0.000137871686758711,2
"conditions.5,7",10,0.0014452955629426219,5.666494662302898e-08,0.002639273385870718,5.790364436724269e-05,7
condorelli,10,0.0014452955629426219,2.8427563736155657e-06,0.0017333435631094114,8.170036913177794e-05,11
conduct,198,0.028616852146263912,0.0003820858873506266,0.02348962432043739,0.0003859299012291468,11
coneeny,10,0.0014452955629426219,2.225230091400904e-05,0.00026621046756166225,0.00011917327633234578,11
confederacion,9,0.0013007660066483597,1.1793305964996295e-07,0.0008486135495147162,8.412562228191118e-05,2
conference,19,0.0027460615695909813,1.145535347083213e-06,0.004522667781407762,7.919400688016205e-05,0
conferencing,9,0.0013007660066483597,1.1171494539601938e-07,0.0028094090879859043,5.317646723784132e-05,3
confidence,186,0.026882497470732764,0.00023043104646093662,0.02346405793796268,0.0003332053533343553,5
confident,55,0.00794912559618442,2.521552499969802e-05,0.010359433080232124,0.00016327914510979273,3
